comparison,cell_index,cell_key,seed,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass,followup_full_gate_pass,gate_transition,baseline_check_base_accuracy,baseline_check_population_risk,baseline_check_value_flip_effect,baseline_check_donor_accuracy,baseline_check_natural_swap_mse,followup_check_base_accuracy,followup_check_population_risk,followup_check_value_flip_effect,followup_check_donor_accuracy,followup_check_natural_swap_mse,baseline_base_mse,followup_base_mse,delta_base_mse,baseline_donor_mse,followup_donor_mse,delta_donor_mse,baseline_swap_mse,followup_swap_mse,delta_swap_mse,baseline_walsh_distractor_direct,followup_walsh_distractor_direct,delta_walsh_distractor_direct,baseline_walsh_interaction,followup_walsh_interaction,delta_walsh_interaction,baseline_walsh_distractor_only_interaction,followup_walsh_distractor_only_interaction,delta_walsh_distractor_only_interaction,baseline_walsh_target_interaction,followup_walsh_target_interaction,delta_walsh_target_interaction,baseline_walsh_leakage,followup_walsh_leakage,delta_walsh_leakage,baseline_walsh_total_error,followup_walsh_total_error,delta_walsh_total_error
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,1,800,800,0.003,0.003,True,False,pass_to_fail,True,True,True,True,True,True,True,True,True,False,0.000936754047870636,0.002066491637378931,0.001129737589508295,0.001086774980649352,0.003914627246558666,0.002827852265909314,0.0009195863385684788,0.004149151034653187,0.003229564696084708,0.0037725926376879215,0.001991649391129613,-0.0017809432465583086,0.002212699968367815,0.00122575624845922,-0.000986943719908595,0.00010961739462800324,5.862423131475225e-05,-5.099316331325099e-05,0.0021030823700129986,0.0011671320535242558,-0.0009359503164887428,0.0059852926060557365,0.003217405639588833,-0.0027678869664669037,0.00871765986084938,0.005082500632852316,-0.0036351592279970646
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,2,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.06941325962543488,0.05714549496769905,-0.012267764657735825,0.06039053946733475,0.05966635048389435,-0.0007241889834403992,0.07394643872976303,0.054508812725543976,-0.019437626004219055,0.026872174814343452,0.019848637282848358,-0.007023537531495094,0.015068944543600082,0.015470110811293125,0.00040116626769304276,0.002559855580329895,0.0028567169792950153,0.0002968613989651203,0.012509088963270187,0.012613393366336823,0.00010430440306663513,0.041941119357943535,0.03531874809414148,-0.0066223712638020515,0.06796414405107498,0.056417595595121384,-0.011546548455953598
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,3,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.008136807940900326,0.00759027199819684,-0.0005465359427034855,0.0040017226710915565,0.010486514307558537,0.00648479163646698,0.00708065927028656,0.009842410683631897,0.002761751413345337,0.0030534733086824417,0.00431892229244113,0.001265448983758688,0.002302362583577633,0.004270731471478939,0.001968368887901306,0.0003136268351227045,0.0006942296749912202,0.00038060283986851573,0.0019887357484549284,0.003576502203941345,0.0015877664554864168,0.005355835892260075,0.008589653763920069,0.003233817871659994,0.007923457771539688,0.013108916580677032,0.005185458809137344
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,4,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.015823932364583015,0.023375723510980606,0.007551791146397591,0.010032106190919876,0.01834147796034813,0.008309371769428253,0.011015496216714382,0.026582954451441765,0.015567458234727383,0.004831118043512106,0.006264316849410534,0.001433198805898428,0.007923749275505543,0.009561928920447826,0.0016381796449422836,0.002013259334489703,0.002430364489555359,0.0004171051550656557,0.005910489708185196,0.0071315644308924675,0.0012210747227072716,0.012754867319017649,0.01582624576985836,0.0030713784508407116,0.017633315175771713,0.022043198347091675,0.0044098831713199615
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,5,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.025301488116383553,0.04993665963411331,0.02463517151772976,0.016007903963327408,0.03775070607662201,0.0217428021132946,0.013193752616643906,0.034511834383010864,0.02131808176636696,0.011785397306084633,0.011788884177803993,3.4868717193603516e-06,0.018764358013868332,0.015840841457247734,-0.002923516556620598,0.0058053359389305115,0.004468919709324837,-0.0013364162296056747,0.01295902207493782,0.011371922679245472,-0.0015870993956923485,0.030549755319952965,0.027629725635051727,-0.0029200296849012375,0.0425523966550827,0.04052525758743286,-0.0020271390676498413
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,6,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.00283361435867846,0.015857966616749763,0.013024352258071303,0.013741621747612953,0.013233491219580173,-0.0005081305280327797,0.015240678563714027,0.014406953938305378,-0.0008337246254086494,0.00807909108698368,0.0035547157749533653,-0.004524375312030315,0.00978127308189869,0.005740457214415073,-0.004040815867483616,0.002123595215380192,0.0013631575275212526,-0.0007604376878589392,0.007657676935195923,0.004377299919724464,-0.0032803770154714584,0.01786036416888237,0.009295172989368439,-0.008565191179513931,0.02372535690665245,0.013015059754252434,-0.010710297152400017
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,7,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.0021987727377563715,0.009514689445495605,0.007315916707739234,0.006238629575818777,0.0047932881861925125,-0.0014453413896262646,0.004884259309619665,0.010392440482974052,0.005508181173354387,0.0017171904910355806,0.0017895796336233616,7.238914258778095e-05,0.002409338718280196,0.00296836718916893,0.0005590284708887339,0.0005926744197495282,0.0007582930848002434,0.0001656186650507152,0.001816664356738329,0.0022100741043686867,0.00039340974763035774,0.004126529209315777,0.004757946822792292,0.0006314176134765148,0.00557882571592927,0.0065290736965835094,0.0009502479806542397
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,8,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.010731972754001617,0.011644700542092323,0.0009127277880907059,0.009382694028317928,0.007311292923986912,-0.0020714011043310165,0.009796429425477982,0.015609011054039001,0.00581258162856102,0.0014883647672832012,0.0026072559412568808,0.0011188911739736795,0.003113010199740529,0.004871455952525139,0.0017584457527846098,0.000831088749691844,0.0012808083556592464,0.00044971960596740246,0.0022819212172180414,0.0035906475968658924,0.001308726379647851,0.00460137496702373,0.00747871189378202,0.0028773369267582893,0.006643696688115597,0.01031704805791378,0.0036733513697981834
baseline_eval_b256_to_b2048,7,C32-d8-L2-H4-m4-ffn16,9,800,800,0.003,0.003,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.05911994352936745,0.04701721668243408,-0.012102726846933365,0.04378911852836609,0.05045497789978981,0.006665859371423721,0.031032558530569077,0.03842291235923767,0.007390353828668594,0.018156778067350388,0.013864140957593918,-0.00429263710975647,0.017145497724413872,0.01351372804492712,-0.0036317696794867516,0.0031794423703104258,0.002820584923028946,-0.00035885744728147984,0.013966056518256664,0.010693143121898174,-0.00327291339635849,0.03530227579176426,0.027377869002521038,-0.007924406789243221,0.05952201411128044,0.04436974227428436,-0.015152271836996078
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,5.483834684127942e-05,3.974824721808545e-05,-1.5090099623193964e-05,5.609762229141779e-05,3.9693830331088975e-05,-1.6403791960328817e-05,1.2089136362192221e-05,1.072060149454046e-05,-1.3685348676517606e-06,5.3815156206837855e-06,5.65816844755318e-06,2.7665282686939463e-07,1.0038525942945853e-05,9.276296623283997e-06,-7.622293196618557e-07,8.315128070535138e-07,8.088351250989945e-07,-2.2677681954519358e-08,9.207013135892339e-06,8.46746115712449e-06,-7.395519787678495e-07,1.542004156362964e-05,1.4934465070837177e-05,-4.855764927924611e-07,4.435339360497892e-05,4.259544220985845e-05,-1.7579513951204717e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00011601318692555651,0.0001001340860966593,-1.5879100828897208e-05,0.00012701121158897877,9.784389840206131e-05,-2.9167313186917454e-05,4.9646398110780865e-05,2.791157749015838e-05,-2.1734820620622486e-05,3.253364411648363e-05,2.991313158418052e-05,-2.6205125323031098e-06,1.6791462257970124e-05,1.5768160665174946e-05,-1.0233015927951783e-06,7.11481675352843e-07,6.962347924854839e-07,-1.524688286735909e-08,1.607997910468839e-05,1.5071926100063138e-05,-1.0080530046252534e-06,4.932510637445375e-05,4.5681292249355465e-05,-3.643814125098288e-06,0.00011227782670175657,0.00010042102076113224,-1.1856805940624326e-05
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,2,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,9.991390106733888e-05,7.893149449955672e-05,-2.0982406567782164e-05,9.113068517763168e-05,8.319469634443521e-05,-7.935988833196461e-06,2.32786205742741e-05,2.2260122932493687e-05,-1.0184976417804137e-06,2.613856668176595e-05,2.394780494796578e-05,-2.190761733800173e-06,1.6233610949711874e-05,1.3879873222322203e-05,-2.353737727389671e-06,1.1467521972008399e-06,8.305190135615703e-07,-3.1623318363926955e-07,1.5086858184076846e-05,1.3049355402472429e-05,-2.0375027816044167e-06,4.2372177631477825e-05,3.782767817028798e-05,-4.544499461189844e-06,9.216558828484267e-05,8.503867138642818e-05,-7.126916898414493e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,7.25124409655109e-05,8.370097202714533e-05,1.1188531061634421e-05,8.700088073965162e-05,7.854569412302226e-05,-8.455186616629362e-06,3.156911043333821e-05,3.054355693166144e-05,-1.025553501676768e-06,2.3001191948424093e-05,2.3536958906333894e-05,5.357669579098001e-07,1.0977502824971452e-05,1.1386269761715084e-05,4.0876693674363196e-07,8.632662940044611e-08,9.094218000882393e-08,4.615550608377816e-09,1.089117540686857e-05,1.1295327567495406e-05,4.041521606268361e-07,3.3978694773395546e-05,3.492322866804898e-05,9.445338946534321e-07,8.114197407849133e-05,8.199502917705104e-05,8.530550985597074e-07
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,9.553149720886722e-05,9.909844811772928e-05,3.5669509088620543e-06,0.00010147200373467058,9.986708755604923e-05,-1.6049161786213517e-06,2.2082200302975252e-05,2.7864589355885983e-05,5.78238905291073e-06,2.9715647542616352e-05,3.224982719984837e-05,2.5341796572320163e-06,1.3018777281104121e-05,1.2599798537848983e-05,-4.189787432551384e-07,6.224759090400767e-07,6.198660003065015e-07,-2.609908733575139e-09,1.2396300917316694e-05,1.1979933333350345e-05,-4.163675839663483e-07,4.2734424823720474e-05,4.484962573769735e-05,2.115200913976878e-06,9.463945752941072e-05,9.713942563394085e-05,2.499968104530126e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,5,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00015501852612942457,0.0001568873703945428,1.8688442651182413e-06,0.000172232641489245,0.00015160549082793295,-2.0627150661312044e-05,5.6857479648897424e-05,5.184108158573508e-05,-5.016398063162342e-06,4.276701656635851e-05,4.442772114998661e-05,1.6607045836281031e-06,1.9709154003066942e-05,1.8856733731809072e-05,-8.524202712578699e-07,2.224473064416088e-06,2.0065992885065498e-06,-2.1787377590953838e-07,1.7484682757640257e-05,1.68501355801709e-05,-6.345471774693578e-07,6.247617056942545e-05,6.328445488179568e-05,8.082843123702332e-07,0.0001569560554344207,0.000154822162585333,-2.133892849087715e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,6,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,4.111614543944597e-05,3.853812086163089e-05,-2.5780245778150856e-06,4.305634502088651e-05,3.870034561259672e-05,-4.35599940828979e-06,1.4925162759027444e-05,1.4947028830647469e-05,2.186607162002474e-08,1.3851502444595098e-05,1.1250021998421289e-05,-2.6014804461738095e-06,7.453142188751372e-06,6.624473371630302e-06,-8.286688171210699e-07,1.660294230987347e-07,1.3252574149191787e-07,-3.3503681606816826e-08,7.287112566700671e-06,6.491947715403512e-06,-7.951648512971587e-07,2.130464463334647e-05,1.787449537005159e-05,-3.4301492632948793e-06,4.2840372771024704e-05,3.7977180909365416e-05,-4.863191861659288e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,7,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,7.193938654381782e-05,8.807804260868579e-05,1.6138656064867973e-05,7.988814468262717e-05,8.215903653763235e-05,2.270891855005175e-06,2.8817654310842045e-05,4.0070550312520936e-05,1.1252896001678891e-05,1.62321357493056e-05,2.02690098376479e-05,4.0368740883423015e-06,1.2588041499839164e-05,1.546307248645462e-05,2.8750309866154566e-06,1.1396730315027526e-07,4.2669745425882866e-07,3.127301511085534e-07,1.2474074537749402e-05,1.5036375771160237e-05,2.5623012334108353e-06,2.8820177249144763e-05,3.573208232410252e-05,6.911905074957758e-06,7.3177732701879e-05,8.32317746244371e-05,1.0054041922558099e-05
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,8,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,5.556231189984828e-05,5.75772937736474e-05,2.0149818737991154e-06,5.670289465342648e-05,6.280155503191054e-05,6.098660378484055e-06,1.3795244740322232e-05,1.9099978089798242e-05,5.30473334947601e-06,2.0577108443831094e-05,2.5019540771609172e-05,4.442432327778079e-06,8.659190825710539e-06,1.0254094377160072e-05,1.5949035514495336e-06,1.7026496834660065e-07,2.602887434477452e-07,9.002377510114457e-08,8.48892523208633e-06,9.993806088459678e-06,1.5048808563733473e-06,2.9236299269541632e-05,3.5273635148769245e-05,6.037335879227612e-06,5.311855784384534e-05,6.063795444788411e-05,7.519396604038775e-06
baseline_eval_b256_to_b2048,8,C32-d32-L2-H1-m4-ffnnone,9,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,4.2230494727846235e-05,4.8372756282333285e-05,6.14226155448705e-06,3.795668817474507e-05,4.72171523142606e-05,9.260464139515534e-06,1.2407623216859065e-05,1.4062786249269266e-05,1.6551630324102007e-06,8.3734357758658e-06,8.956788406067062e-06,5.833526302012615e-07,6.453059540945105e-06,7.049913619994186e-06,5.968540790490806e-07,1.4364970013502898e-07,1.4203516229827073e-07,-1.6145378367582452e-09,6.309410309768282e-06,6.9078787419130094e-06,5.984684321447276e-07,1.4826495316810906e-05,1.6006702026061248e-05,1.180206709250342e-06,4.293335950933397e-05,4.6829445636831224e-05,3.896086127497256e-06
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00013588290312327445,0.00011162216833326966,-2.426073479000479e-05,0.0001331022649537772,0.00011328822438372299,-1.9814040570054203e-05,6.208651029737666e-05,6.654870230704546e-05,4.462192009668797e-06,3.11787698592525e-05,2.2553223971044645e-05,-8.625545888207853e-06,3.1864743505138904e-05,2.9374003133852966e-05,-2.4907403712859377e-06,5.5471596169809345e-06,4.748422270495212e-06,-7.987373464857228e-07,2.6317586161894724e-05,2.4625580408610404e-05,-1.6920057532843202e-06,6.30435133643914e-05,5.192722710489761e-05,-1.111628625949379e-05,0.00013109167048241943,0.00011498617095639929,-1.610549952602014e-05
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00021634213044308126,0.00021688429114874452,5.421607056632638e-07,0.00023391142894979566,0.00022283577709458768,-1.107565185520798e-05,0.00013890225091017783,0.00012598148896358907,-1.2920761946588755e-05,6.320037209661677e-05,4.8681089538149536e-05,-1.4519282558467239e-05,0.00013243668945506215,4.217985042487271e-05,-9.025683903018944e-05,4.321455708122812e-05,7.380273018497974e-06,-3.583428406273015e-05,8.922211418394e-05,3.479957740637474e-05,-5.4422536777565256e-05,0.00019563706155167893,9.086093996302225e-05,-0.00010477612158865668,0.0003423808957450092,0.0002170387888327241,-0.0001253421069122851
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,2,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00013732923252973706,0.0001416496088495478,4.320376319810748e-06,0.00013624377606902272,0.00013408999075181782,-2.1537853172048926e-06,6.908230716362596e-05,7.987333810888231e-05,1.0791030945256352e-05,1.995121783693321e-05,2.257375672343187e-05,2.62253888649866e-06,3.394656232558191e-05,3.482931788312271e-05,8.827555575408041e-07,4.5929846237413585e-06,5.101084752823226e-06,5.081001290818676e-07,2.9353579520829953e-05,2.9728231311310083e-05,3.746517904801294e-07,5.389778016251512e-05,5.740307460655458e-05,3.505294444039464e-06,0.00014221016317605972,0.00014183395251166075,-3.762106643989682e-07
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0001326822384726256,0.00011180825822521001,-2.0873980247415602e-05,9.422394214197993e-05,0.00011486478615552187,2.0640844013541937e-05,5.7710480177775025e-05,6.203797966009006e-05,4.327499482315034e-06,2.7395664801588282e-05,2.8388360078679398e-05,9.926952770911157e-07,2.8205724447616376e-05,2.853367550414987e-05,3.279510565334931e-07,5.066214725957252e-06,5.0912540245917626e-06,2.5039298634510487e-08,2.3139509721659124e-05,2.3442418751074e-05,3.029090294148773e-07,5.560138924920466e-05,5.692203558282927e-05,1.3206463336246088e-06,0.00010641459084581584,0.00011009207082679495,3.6774799809791148e-06
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0007717412663623691,0.0006942135514691472,-7.752771489322186e-05,0.0006129544926807284,0.0013434926513582468,0.0007305381586775184,0.0001907210098579526,0.0006796826492063701,0.0004889616393484175,0.000701219541952014,0.0007154368795454502,1.4217337593436241e-05,0.0007619543466717005,0.0009950902312994003,0.00023313588462769985,5.043207420385443e-05,0.00018824294966179878,0.00013781087545794435,0.0007115222979336977,0.000806847121566534,9.532482363283634e-05,0.0014631738886237144,0.0017105271108448505,0.0002473532222211361,0.003126269904896617,0.0029984409920871258,-0.00012782891280949116
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,5,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00037539220647886395,0.00036870050826109946,-6.691698217764497e-06,0.00038819044129922986,0.0003470489173196256,-4.1141523979604244e-05,0.00021345409913919866,0.0001594325585756451,-5.402154056355357e-05,6.637335172854364e-05,6.933114491403103e-05,2.9577931854873896e-06,6.683431274723262e-05,6.201823998708278e-05,-4.8160727601498365e-06,4.951546088705072e-06,5.303380930854473e-06,3.518348421494011e-07,6.18827689322643e-05,5.671485996572301e-05,-5.16790896654129e-06,0.00013320766447577626,0.0001313493849011138,-1.858279574662447e-06,0.0003524524508975446,0.00036626262590289116,1.3810175005346537e-05
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,6,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00010605641000438482,9.858848352450877e-05,-7.467926479876041e-06,9.462927846470848e-05,0.00011371076834620908,1.9081489881500602e-05,7.561025267932564e-05,6.243515235837549e-05,-1.317510032095015e-05,2.064071304630488e-05,2.1113446564413607e-05,4.7273351810872555e-07,2.1637817553710192e-05,2.0295119611546397e-05,-1.3426979421637952e-06,2.246283202111954e-06,2.4360529096156824e-06,1.8976970750372857e-07,1.9391536625334993e-05,1.7859067156678066e-05,-1.5324694686569273e-06,4.2278530600015074e-05,4.1408566175960004e-05,-8.699644240550697e-07,9.672962914919481e-05,9.710334416013211e-05,3.737150109373033e-07
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,7,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0001548741856822744,0.00017311787814833224,1.8243692466057837e-05,0.00014807633124291897,0.0013057396281510592,0.0011576632969081402,8.135876851156354e-05,0.0012719938531517982,0.0011906350846402347,3.93480877391994e-05,4.459173942450434e-05,5.24365168530494e-06,3.8335401768563315e-05,5.581157893175259e-05,1.7476177163189277e-05,8.65205038280692e-06,1.2286707715247758e-05,3.6346573324408382e-06,2.96833532047458e-05,4.352487303549424e-05,1.3841519830748439e-05,7.768348950776272e-05,0.00010040331835625693,2.2719828848494217e-05,0.0001813489361666143,0.00021297484636306763,3.162591019645333e-05
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,8,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00036396749783307314,0.0015276175690814853,0.0011636500712484121,0.0003758936654776335,0.00042143743485212326,4.5543769374489784e-05,7.806919165886939e-05,0.0012525876518338919,0.0011745184601750225,0.0005172715755179524,0.0003872657543979585,-0.00013000582111999393,0.000777838344220072,0.0005448546726256609,-0.00023298367159441113,0.0001524612889625132,0.00010386921348981559,-4.8592075472697616e-05,0.0006253771134652197,0.0004409854591358453,-0.00018439165432937443,0.0012951099197380245,0.0009321204270236194,-0.00036298949271440506,0.0022852919064462185,0.0017225423362106085,-0.00056274957023561
baseline_eval_b256_to_b2048,9,C32-d32-L2-H4-m4-ffnnone,9,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,8.178833377314731e-05,0.0015861298888921738,0.0015043415551190265,7.505463872803375e-05,0.0012886461336165667,0.001213591494888533,3.506267603370361e-05,5.628932558465749e-05,2.122664955095388e-05,1.248133230546955e-05,4.925034590996802e-05,3.676901360449847e-05,1.3389294508669991e-05,9.168813994619995e-05,7.829884543752996e-05,2.0305137695686426e-06,2.236830368929077e-05,2.0337789919722127e-05,1.13587811938487e-05,6.931983807589859e-05,5.796105688204989e-05,2.587062681413954e-05,0.00014093848585616797,0.00011506785904202843,6.815048982389271e-05,0.00021682782971765846,0.00014867733989376575
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,0,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00011522602289915085,0.0001275349350180477,1.2308912118896842e-05,9.397228132002056e-05,0.00013755906547885388,4.3586784158833325e-05,5.762698856415227e-05,5.71857817703858e-05,-4.4120679376646876e-07,3.2251722586806864e-05,3.246691630920395e-05,2.15193722397089e-07,1.2981941836187616e-05,1.1715657819877379e-05,-1.2662840163102373e-06,3.911676458301372e-07,2.0390041299833683e-07,-1.8726723283180036e-07,1.259077362192329e-05,1.1511757293192204e-05,-1.079016328731086e-06,4.523366442299448e-05,4.418257412908133e-05,-1.0510902939131483e-06,0.00013209697499405593,0.0001292192901019007,-2.87768489215523e-06
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,1,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00010250623745378107,9.607158426661044e-05,-6.434653187170625e-06,0.00010759610449895263,9.661266813054681e-05,-1.0983436368405819e-05,3.514933632686734e-05,2.2705711671733297e-05,-1.2443624655134045e-05,9.897456038743258e-06,1.3774211765849032e-05,3.876755727105774e-06,1.615901419427246e-05,2.0509698515525088e-05,4.350684321252629e-06,5.571437782236899e-07,1.4764068509975914e-06,9.192630727739015e-07,1.560187229188159e-05,1.9033290300285444e-05,3.4314180084038526e-06,2.6056470233015716e-05,3.428391028137412e-05,8.227440048358403e-06,9.362645505461842e-05,0.00010711905633797869,1.3492601283360273e-05
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,2,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,9.412890358362347e-05,8.041528781177476e-05,-1.3713615771848708e-05,8.471828186884522e-05,8.216490095946938e-05,-2.5533809093758464e-06,4.087357228854671e-05,4.581441680784337e-05,4.940844519296661e-06,2.601706000859849e-05,2.6690493541536853e-05,6.734335329383612e-07,7.595639090141049e-06,9.788875104277395e-06,2.193236014136346e-06,2.278573845160281e-07,1.1191801263521484e-07,-1.1593937188081327e-07,7.367782018263824e-06,9.676957233750727e-06,2.3091752154869027e-06,3.361269909873954e-05,3.647936864581425e-05,2.8666695470747072e-06,8.107608300633729e-05,8.506071753799915e-05,3.984634531661868e-06
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,3,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00022234843345358968,0.00014756570453755558,-7.47827289160341e-05,0.0001761930761858821,0.00014376788749359548,-3.242518869228661e-05,3.820459096459672e-05,2.9968456146889366e-05,-8.236134817707352e-06,3.130991535726935e-05,2.5564793759258464e-05,-5.745121598010883e-06,1.993203113670461e-05,2.0261086319806054e-05,3.2905518310144544e-07,1.233272200806823e-06,1.3031190064793918e-06,6.984680567256873e-08,1.8698759959079325e-05,1.895796594908461e-05,2.5920599000528455e-07,5.1241946493973956e-05,4.582588007906452e-05,-5.416066414909437e-06,0.00016776297707110643,0.00014641530287917703,-2.13476741919294e-05
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,4,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,8.177145355148241e-05,7.680861745029688e-05,-4.9628361011855304e-06,8.944579167291522e-05,7.820302562322468e-05,-1.1242766049690545e-05,1.5907422493910417e-05,1.942905510077253e-05,3.521632606862113e-06,2.375798430875875e-05,1.965425326488912e-05,-4.1037310438696295e-06,1.5165078366408125e-05,1.4242521501728334e-05,-9.22556864679791e-07,5.952551873633638e-07,6.056790198272211e-07,1.0423832463857252e-08,1.456982317904476e-05,1.363684259558795e-05,-9.329805834568106e-07,3.8923062675166875e-05,3.3896774766617455e-05,-5.0262879085494205e-06,8.56257975101471e-05,7.730913057457656e-05,-8.316666935570538e-06
baseline_eval_b256_to_b2048,10,C128-d32-L2-H1-m4-ffnnone,5,800,800,0.003,0.003,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00018135765276383609,0.00020253632101230323,2.1178668248467147e-05,0.00019516024622134864,0.00021177985763642937,1.6619611415080726e-05,6.799156835768372e-05,9.407321340404451e-05,2.608164504636079e-05,6.523775664390996e-05,5.7619177823653445e-05,-7.618578820256516e-06,1.8232745787827298e-05,1.788341614883393e-05,-3.4932963899336755e-07,6.954986702112365e-07,7.135332680263673e-07,1.8034597815130837e-08,1.7537247913423926e-05,1.71698829944944e-05,-3.673649189295247e-07,8.347050243173726e-05,7.550259397248738e-05,-7.967908459249884e-06,0.00023463329125661403,0.00020697632862720639,-2.7656962629407644e-05
